#procs	runtime			speedup			efficiency
#=====	=======			=======			==========
1	6224.958008		1.000000		1.000000
2	3110.395264		2.001340		1.000670
4	1583.719360		3.930594		0.982649
8	787.910034		7.900595		0.987574
16	394.923126		15.762455		0.985153
32	197.382492		31.537539		0.985548
64	100.415627		61.991924		0.968624
128	50.713120		122.748474		0.958972
256	26.028124		239.162766		0.934230
512	13.540624		459.724609		0.897900
1024	7.241250		859.652405		0.839504
